Column1,Column2
27,0
80,0
329,0
378,0
417,0
467,0
525,0
560,0
567,0
617,0
667,0
706,4
717,0
718,0
750,0
756,0
775,0
803,0
805,0
852,0
853,0
854,0
903,0
904,0
951,0
952,0
1008,6
1013,0
1020,0
1021,0
1022,0
1037,0
1062,4
1063,0
1071,0
1072,0
1084,0
1087,0
1088,0
1101,13
1123,0
1130,0
1137,13
1138,20
1139,0
1142,0
1145,0
1151,4
1152,0
1187,0
1194,0
1200,12
1201,9
1202,0
1208,0
1214,0
1250,16
1251,16
1252,16
1257,0
1268,0
1290,0
1298,16
1299,8
1300,16
1302,16
1303,9
1318,0
1347,8
1348,7
1351,0
1353,12
1354,12
1367,0
1390,0
1397,6
1398,8
1437,0
1443,1
1444,16
1445,7
1446,5
1447,7
1448,16
1453,0
1470,0
1482,0
1486,2
1487,5
1488,0
1492,0
1493,1
1494,1
1496,8
1514,0
1538,0
1540,6
1541,0
1542,1
1545,5
1570,0
1587,0
1591,1
1592,13
1593,7
1638,0
1640,0
1641,1
1642,1
1643,2
1644,6
1675,12
1676,12
1682,0
1687,0
1688,3
1690,16
1691,1
1692,5
1693,6
1725,0
1726,0
1728,0
1730,0
1734,17
1735,17
1739,0
1740,1
1741,5
1743,5
1782,0
1784,20
1785,8
1789,0
1791,2
1815,0
1816,3
1837,0
1838,0
1936,1
1968,0
1985,2
2013,0
2027,0
2036,0
2072,0
2076,0
2084,0
2175,0
2176,5
2232,6
2281,1
2431,2
2478,2
2481,10
